canonical_smiles,n_genes,ig_spearman_vs_cond_attn,ig_spearman_vs_pool_alpha,ig_cond_top20_overlap_n,ig_cond_top20_overlap_fraction,ig_cond_top20_jaccard,ig_pool_top20_overlap_n,ig_pool_top20_overlap_fraction,ig_pool_top20_jaccard
O=C(O)CCCCC(CCSCc1ccccc1)SCc1ccccc1,268,0.16960163885472182,0.18149405846586789,1,0.05,0.02564102564102564,4,0.2,0.1111111111111111
O=C(O)CCCCC1CCSS1,268,0.13220622587742129,0.09540805225782036,5,0.25,0.14285714285714285,0,0.0,0.0
O=C(O)CNC(=O)c1c(O)c2ccccc2n(Cc2ccccc2)c1=O,268,0.10966885633650382,0.17279668239147605,4,0.2,0.1111111111111111,4,0.2,0.1111111111111111
O=C(O)CSc1cc(NS(=O)(=O)c2ccc(Br)cc2)c2ccccc2c1O,268,0.10104379734509024,0.004623929348703623,1,0.05,0.02564102564102564,3,0.15,0.08108108108108109
O=C(O)c1ccc(-c2c[nH]c3ncc(-c4ccccc4)cc23)cc1C1CCCC1,268,0.03422094240380737,0.1273347975464559,2,0.1,0.05263157894736842,2,0.1,0.05263157894736842
O=C(O)c1cccnc1-c1ccccc1,268,0.2603807743788056,0.1642420702136533,3,0.15,0.08108108108108109,4,0.2,0.1111111111111111
O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1,268,0.06296698288765852,0.07444170900229231,2,0.1,0.05263157894736842,1,0.05,0.02564102564102564
O=C(c1ccc(C(=O)N2CCC(N3CCCC3)CC2)c(Nc2ccccc2)c1)N1CCC(N2CCCC2)CC1,268,0.1711676777550782,0.14168849167137867,3,0.15,0.08108108108108109,2,0.1,0.05263157894736842
O=C1C(=Cc2cccs2)CCC1=Cc1cccs1,268,0.16711729768516753,0.2427148331688535,3,0.15,0.08108108108108109,5,0.25,0.14285714285714285
O=C1N=C(NCc2cccs2)SC1=Cc1ccc2ncccc2c1,268,0.23271761987024067,0.08189348566469684,3,0.15,0.08108108108108109,2,0.1,0.05263157894736842
O=C1NC(=O)C(=Cc2ccc3nccc(-c4ccncc4)c3c2)S1,268,0.1782597392719789,-0.1709694292000172,3,0.15,0.08108108108108109,0,0.0,0.0
O=C1NC(=O)C(=Cc2ccc3nccnc3c2)S1,268,0.1991830663315975,-0.08587030180537103,1,0.05,0.02564102564102564,4,0.2,0.1111111111111111
O=C1NC(=O)c2c1c(-c1ccccc1Cl)cc1[nH]c3ccc(O)cc3c21,268,0.10975052476641893,-0.14579061586100656,2,0.1,0.05263157894736842,2,0.1,0.05263157894736842
O=C1NCCSc2c1sc1ccc(O)cc21,268,0.08780291350565163,-0.009687372003438801,5,0.25,0.14285714285714285,0,0.0,0.0
O=C1NCCc2c1[nH]c1ccccc21,268,0.24927324448722513,0.15590129216911972,3,0.15,0.08108108108108109,1,0.05,0.02564102564102564
O=C1O[Pt]2(N[C@@H]3CCCC[C@H]3N2)OC1=O,268,0.11649409275413998,0.11324543482828121,4,0.2,0.1111111111111111,3,0.15,0.08108108108108109
O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,268,0.128985621992373,-0.3101623580855174,1,0.05,0.02564102564102564,1,0.05,0.02564102564102564
O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O,268,0.2509932689004748,0.08420825574312972,4,0.2,0.1111111111111111,1,0.05,0.02564102564102564
O=P1(N(CCCl)CCCl)NCCCO1,268,0.05353209725151445,0.10613529404063594,3,0.15,0.08108108108108109,0,0.0,0.0
O=S(=O)(O)c1ccc2cc(N=Nc3cc(S(=O)(=O)O)c4cccnc4c3O)ccc2c1,268,-0.00023128998090454956,0.08513403908987703,2,0.1,0.05263157894736842,1,0.05,0.02564102564102564
O=S(=O)(c1ccccc1)N(CC(F)(F)F)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,268,-0.009400597364042324,0.18368165022595967,2,0.1,0.05263157894736842,4,0.2,0.1111111111111111
O=[N+]([O-])c1cc(C(F)(F)F)cc([N+](=O)[O-])c1NNC(=S)Nc1ccc(F)cc1,268,-0.05841786431444963,0.038813077172925724,3,0.15,0.08108108108108109,1,0.05,0.02564102564102564
O=c1[nH]c2ccccc2n1C1CCN(Cc2ccc(-c3[nH]c4cc5ncnc5cc4nc3-c3ccccc3)cc2)CC1,268,0.08419391701115989,0.06320326025359606,3,0.15,0.08108108108108109,0,0.0,0.0
O=c1[nH]cc(F)c(=O)[nH]1,268,0.06112476754110072,-0.010951674109299788,1,0.05,0.02564102564102564,1,0.05,0.02564102564102564
O=c1cc(-c2cccc3c2Sc2ccccc2S3)oc(N2CCOCC2)c1,268,0.1056003969958486,-0.04572808652115555,2,0.1,0.05263157894736842,0,0.0,0.0
O=c1cc(N2CCOCC2)oc2c(-c3cccc4c3sc3ccccc34)cccc12,268,0.09280214357808717,0.01755310162358085,4,0.2,0.1111111111111111,2,0.1,0.05263157894736842
OCCCNc1cc(-c2ccnc(Nc3cccc(Cl)c3)n2)ccn1,268,-0.037929063175829635,0.0875036704036727,1,0.05,0.02564102564102564,2,0.1,0.05263157894736842
OC[C@H](Cc1ccccc1)Nc1nc(Oc2ccc3c(c2)CCC3)nc2c1ncn2Cc1ccc(-c2ccccc2)cc1,268,0.037693409233021224,0.1619971235256822,1,0.05,0.02564102564102564,2,0.1,0.05263157894736842
Oc1c(F)cc(-c2cnccc2-c2ccc(N3CCOCC3)cc2)cc1F,268,0.12573696406651425,0.03185006424375346,1,0.05,0.02564102564102564,1,0.05,0.02564102564102564
Oc1ccc2ccccc2c1SSc1c(O)ccc2ccccc12,268,-0.03103587363711911,0.19393883096941672,2,0.1,0.05263157894736842,0,0.0,0.0
Oc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1,268,0.1870923981653904,-0.07483695926615615,2,0.1,0.05263157894736842,1,0.05,0.02564102564102564
Oc1nc(-c2ccc(C(F)(F)F)cc2)nc2c1CSCC2,268,0.15636948293909092,0.16048968639946334,6,0.3,0.17647058823529413,1,0.05,0.02564102564102564
S=C(NCc1ccc2c(c1)OCO2)N1CCN(c2ncnc3c2oc2ccccc23)CC1,268,0.21915317942678733,0.23497752871331073,3,0.15,0.08108108108108109,3,0.15,0.08108108108108109
c1cc(-c2cc(C3CCNCC3)[nH]n2)ccn1,268,-0.05483629843763929,-0.009286510931412856,3,0.15,0.08108108108108109,0,0.0,0.0
c1ccc(-c2nn3c(c2-c2ccnc4cc(OCCN5CCOCC5)ccc24)CCC3)nc1,268,0.16588915412079566,0.138379361701995,2,0.1,0.05263157894736842,1,0.05,0.02564102564102564
c1ccc(C2CC2NC2CCNCC2)cc1,268,0.012359986957988137,-0.07472723679543054,3,0.15,0.08108108108108109,3,0.15,0.08108108108108109
c1ccc2c(-c3cnn4cc(-c5ccc(N6CCNCC6)cc5)cnc34)ccnc2c1,268,0.10838086415173619,-0.024952510743139072,1,0.05,0.02564102564102564,1,0.05,0.02564102564102564
c1ccc2c(CCNc3ccc(Nc4ccncc4)cc3)c[nH]c2c1,268,-0.09539309010272141,-0.03203023352806993,2,0.1,0.05263157894736842,1,0.05,0.02564102564102564
c1cn2cc(-c3ccc4cn[nH]c4c3)nc(Nc3ccc(N4CCOCC4)cc3)c2n1,268,0.06218209316809296,-0.05245980946942327,2,0.1,0.05263157894736842,2,0.1,0.05263157894736842
