structure,pcc,model,seed
C=C1C(=O)OC2C1C(OC(=O)C=C(C)C)CC1=CC(CC3(C)OC23)OC1=O,0.6662415964121723,DRT pretrained,123
C=C1C(=O)O[C@@H]2C3O[C@@]3(C)CCC=C(C)CC[C@@H]12,0.4633268150569027,DRT pretrained,123
CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1,0.2388638846129429,DRT pretrained,123
CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,0.3111510889641732,DRT pretrained,123
CC(C)CC(=O)Nc1n[nH]c2c1CN(C(=O)C1CCN(C)CC1)C2(C)C,0.6006957032547501,DRT pretrained,123
CC(C)C[C@@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)C1=CNC=CN1)B(O)O,0.4080142104392322,DRT pretrained,123
CC(C)Nc1cc(-c2c[nH]c(C(=O)NC(CO)c3cccc(Cl)c3)c2)c(Cl)cn1,0.3703375268769482,DRT pretrained,123
CC(c1ccc2nccn2c1)n1nnc2ncc(-c3cnn(C)c3)nc21,0.383344938147564,DRT pretrained,123
CCCC=CC=CC(=O)OC1C(=CC(=O)OC)CC2CC(C(C)O)OC(=O)CC(O)CC3CC(OC(C)=O)C(C)(C)C(O)(CC4CC(=CC(=O)OC)CC(C=CC(C)(C)C1(O)O2)O4)O3,0.3247293980377789,DRT pretrained,123
CCCCC(C=O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)OCc1ccccc1,0.4993752478527289,DRT pretrained,123
CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1.Cl,0.3620627939382144,DRT pretrained,123
CCNC(=O)Nc1ncc(-c2cc(-c3c(C)cc(OC)cc3C)nc(-c3cnccn3)n2)s1,0.4030619028776117,DRT pretrained,123
CN(C)CC=CC(=O)Nc1cccc(C(=O)Nc2cccc(Nc3nccc(-c4cccnc4)n3)c2)c1,0.3740589712515111,DRT pretrained,123
CN1CCC(c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)C(O)C1,0.5038706924259347,DRT pretrained,123
CNC(=O)CN1CCC(Oc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)CC1,0.1218277772785665,DRT pretrained,123
CNC(C)C(=O)NC(C(=O)N1CCCC1C(=O)NC1c2ccccc2CC1OCC#CC#CCOC1Cc2ccccc2C1NC(=O)C1CCCN1C(=O)C(NC(=O)C(C)NC)C1CCCCC1)C1CCCCC1,0.3465404058732939,DRT pretrained,123
COC(=O)CNC(=O)C(=O)OC,0.2358544895768871,DRT pretrained,123
COCCn1c2c([n+](Cc3cnccn3)c1C)C(=O)c1ccccc1C2=O.[Br-],0.2270896887819996,DRT pretrained,123
COc1cc(/C=C/C(=O)N2CCC=CC2=O)cc(OC)c1OC,0.2238114826877001,DRT pretrained,123
COc1cc([C@@H]2c3cc4c(cc3C(O[C@@H]3O[C@@H]5CO[C@@H](c6cccs6)OC5[C@H](O)[C@H]3O)C3COC(=O)[C@@H]32)OCO4)cc(OC)c1O,0.5964252137415185,DRT pretrained,123
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC(=O)N1CCN(C)CC1C,0.3219359778282568,DRT pretrained,123
COc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,0.5972857390543723,DRT pretrained,123
CS(=O)(=O)c1ccc(-c2cnc(N)c(C(=O)Nc3ccccc3)n2)cc1,0.5841048576162754,DRT pretrained,123
C[C@@]1(C(=O)Nc2ccc(F)nc2)CCCN1c1nc(Nc2cc(C3CC3)n[nH]2)c2cccn2n1,0.3495136171083066,DRT pretrained,123
Cc1cc(N2CC(C)NC(C)C2)ncc1-c1ccc(-c2nc3c(ccn3C)c(=O)[nH]2)cc1,0.5185067120662616,DRT pretrained,123
Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1,0.5906131981276669,DRT pretrained,123
Cc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cc3)c(C#N)cc2F)n[nH]1,0.6160953878394891,DRT pretrained,123
Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1nc(-c2cccnc2)nc2c1cnn2C,0.5580271773881986,DRT pretrained,123
Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,0.2575099144268154,DRT pretrained,123
Cc1ccc2nc(NC(=O)CSc3nc4c(c(=O)n3-c3ccccc3)SCC4)sc2c1,0.6369284451235158,DRT pretrained,123
Cc1ncc(-c2ccnc(Nc3ccc(S(C)(=O)=O)cc3)n2)n1C(C)C,0.4845170984395237,DRT pretrained,123
Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=NC(CC(=O)OC(C)(C)C)c1nnc(C)n1-2,0.3970584515262796,DRT pretrained,123
Cn1cncc1[C@](N)(c1ccc(Cl)cc1)c1ccc2c(c1)c(-c1cccc(Cl)c1)cc(=O)n2C,0.3496108551214246,DRT pretrained,123
NC(=O)Nc1sc(-c2ccc(F)cc2)cc1C(N)=O,0.5984292003938685,DRT pretrained,123
NCC(O)(c1ccc(Cl)cc1)c1ccc(-c2cn[nH]c2)cc1,0.5094356541860746,DRT pretrained,123
NCCOc1cc(C(=O)Nc2cc(OCCN)c3ccccc3n2)nc(C(=O)Nc2cc(OCCN)c3ccccc3n2)c1,0.5937255199830448,DRT pretrained,123
Nc1cccc(-c2cc3c(Oc4cccc(O)c4)ncnc3[nH]2)c1,0.3748868516378312,DRT pretrained,123
O=C(CCCCCCNC(=O)c1cnc(N(c2ccccc2)c2ccccc2)nc1)NO,0.5167914523161515,DRT pretrained,123
O=C(NCC(O)CN1CCc2ccccc2C1)c1ccnc(NC2CCC2)c1,0.5425891779557603,DRT pretrained,123
O=C1NC(=O)C(=Cc2ccc3nccnc3c2)S1,0.1439529626120738,DRT pretrained,123
Oc1c(F)cc(-c2cnccc2-c2ccc(N3CCOCC3)cc2)cc1F,0.5006402025442434,DRT pretrained,123
C=C1C(=O)OC2C1C(OC(=O)C=C(C)C)CC1=CC(CC3(C)OC23)OC1=O,0.5100055523591918,DRT pretrained,2026
C=C1C(=O)O[C@@H]2C3O[C@@]3(C)CCC=C(C)CC[C@@H]12,0.4961561287602362,DRT pretrained,2026
CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1,0.3990535456778266,DRT pretrained,2026
CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O,0.2970717442125101,DRT pretrained,2026
CC(C)CC(=O)Nc1n[nH]c2c1CN(C(=O)C1CCN(C)CC1)C2(C)C,0.6077304062396818,DRT pretrained,2026
CC(C)C[C@@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)C1=CNC=CN1)B(O)O,0.3677813988503836,DRT pretrained,2026
CC(C)Nc1cc(-c2c[nH]c(C(=O)NC(CO)c3cccc(Cl)c3)c2)c(Cl)cn1,0.3625817303281992,DRT pretrained,2026
CC(c1ccc2nccn2c1)n1nnc2ncc(-c3cnn(C)c3)nc21,0.3886986910523443,DRT pretrained,2026
CCCC=CC=CC(=O)OC1C(=CC(=O)OC)CC2CC(C(C)O)OC(=O)CC(O)CC3CC(OC(C)=O)C(C)(C)C(O)(CC4CC(=CC(=O)OC)CC(C=CC(C)(C)C1(O)O2)O4)O3,0.3470357944287601,DRT pretrained,2026
CCCCC(C=O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)OCc1ccccc1,0.4003046615177902,DRT pretrained,2026
CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1.Cl,0.3538936864669867,DRT pretrained,2026
CCNC(=O)Nc1ncc(-c2cc(-c3c(C)cc(OC)cc3C)nc(-c3cnccn3)n2)s1,0.4015691502003947,DRT pretrained,2026
CN(C)CC=CC(=O)Nc1cccc(C(=O)Nc2cccc(Nc3nccc(-c4cccnc4)n3)c2)c1,0.2944337345675163,DRT pretrained,2026
CN1CCC(c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)C(O)C1,0.5255357231547109,DRT pretrained,2026
CNC(=O)CN1CCC(Oc2cc3c(Nc4cccc(Cl)c4F)ncnc3cc2OC)CC1,0.103663614648063,DRT pretrained,2026
CNC(C)C(=O)NC(C(=O)N1CCCC1C(=O)NC1c2ccccc2CC1OCC#CC#CCOC1Cc2ccccc2C1NC(=O)C1CCCN1C(=O)C(NC(=O)C(C)NC)C1CCCCC1)C1CCCCC1,0.3376092884220528,DRT pretrained,2026
COC(=O)CNC(=O)C(=O)OC,0.2873001947709547,DRT pretrained,2026
COCCn1c2c([n+](Cc3cnccn3)c1C)C(=O)c1ccccc1C2=O.[Br-],0.2194562882716609,DRT pretrained,2026
COc1cc(/C=C/C(=O)N2CCC=CC2=O)cc(OC)c1OC,0.2733405487476888,DRT pretrained,2026
COc1cc([C@@H]2c3cc4c(cc3C(O[C@@H]3O[C@@H]5CO[C@@H](c6cccs6)OC5[C@H](O)[C@H]3O)C3COC(=O)[C@@H]32)OCO4)cc(OC)c1O,0.68977247658493,DRT pretrained,2026
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC(=O)N1CCN(C)CC1C,0.3046825030223313,DRT pretrained,2026
COc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,0.6336010129946854,DRT pretrained,2026
CS(=O)(=O)c1ccc(-c2cnc(N)c(C(=O)Nc3ccccc3)n2)cc1,0.6638991580729182,DRT pretrained,2026
C[C@@]1(C(=O)Nc2ccc(F)nc2)CCCN1c1nc(Nc2cc(C3CC3)n[nH]2)c2cccn2n1,0.3382627559530202,DRT pretrained,2026
Cc1cc(N2CC(C)NC(C)C2)ncc1-c1ccc(-c2nc3c(ccn3C)c(=O)[nH]2)cc1,0.4657704544177937,DRT pretrained,2026
Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1,0.5657153569852151,DRT pretrained,2026
Cc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cc3)c(C#N)cc2F)n[nH]1,0.4659692866043037,DRT pretrained,2026
Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1Nc1nc(-c2cccnc2)nc2c1cnn2C,0.4947633423192731,DRT pretrained,2026
Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,0.2273823105123879,DRT pretrained,2026
Cc1ccc2nc(NC(=O)CSc3nc4c(c(=O)n3-c3ccccc3)SCC4)sc2c1,0.6416964479248788,DRT pretrained,2026
Cc1ncc(-c2ccnc(Nc3ccc(S(C)(=O)=O)cc3)n2)n1C(C)C,0.3979327144939139,DRT pretrained,2026
Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=NC(CC(=O)OC(C)(C)C)c1nnc(C)n1-2,0.4209258001778491,DRT pretrained,2026
Cn1cncc1[C@](N)(c1ccc(Cl)cc1)c1ccc2c(c1)c(-c1cccc(Cl)c1)cc(=O)n2C,0.4130064699980599,DRT pretrained,2026
NC(=O)Nc1sc(-c2ccc(F)cc2)cc1C(N)=O,0.5396013174816447,DRT pretrained,2026
NCC(O)(c1ccc(Cl)cc1)c1ccc(-c2cn[nH]c2)cc1,0.4295351448122941,DRT pretrained,2026
NCCOc1cc(C(=O)Nc2cc(OCCN)c3ccccc3n2)nc(C(=O)Nc2cc(OCCN)c3ccccc3n2)c1,0.5525628661830486,DRT pretrained,2026
Nc1cccc(-c2cc3c(Oc4cccc(O)c4)ncnc3[nH]2)c1,0.3274097693898396,DRT pretrained,2026
O=C(CCCCCCNC(=O)c1cnc(N(c2ccccc2)c2ccccc2)nc1)NO,0.5631229329398686,DRT pretrained,2026
O=C(NCC(O)CN1CCc2ccccc2C1)c1ccnc(NC2CCC2)c1,0.514682092642584,DRT pretrained,2026
O=C1NC(=O)C(=Cc2ccc3nccnc3c2)S1,0.2000788282194814,DRT pretrained,2026
Oc1c(F)cc(-c2cnccc2-c2ccc(N3CCOCC3)cc2)cc1F,0.2853962728411112,DRT pretrained,2026
